/* DATA DESCRIPTION:
Citation:	WOCE Sea Surface Salinity, SSS (2005): Surface oceanographic data measured in the surface water of the Atlantic Ocean [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.314718
Keyword(s):	CO2BaseSleipner
Related to:	WOCE (2002): World Ocean Circulation Experiment, Global Data, Version 3.0. WOCE International Project Office, WOCE Report, Southampton, UK; published by U.S. National Oceanographic Data Center, Silver Spring, 180/02, DVD-ROM
Project(s):	World Ocean Circulation Experiment (WOCE) (URI: https://en.wikipedia.org/wiki/World_Ocean_Circulation_Experiment)
Coverage:	MEDIAN LATITUDE: 25.558145 * MEDIAN LONGITUDE: -35.178106 * SOUTH-BOUND LATITUDE: -34.600000 * WEST-BOUND LONGITUDE: -97.270000 * NORTH-BOUND LATITUDE: 67.900000 * EAST-BOUND LONGITUDE: 35.830000
	DATE/TIME START: 1990-01-01T00:30:00 * DATE/TIME END: 1998-12-31T23:30:00
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 5 m
Event(s):	NODC_SSS_Atlantic * DATE/TIME START: 1990-01-01T00:00:00 * DATE/TIME END: 1998-12-31T23:59:00 * METHOD/DEVICE: Thermosalinograph (TSG) * COMMENT: Position not given
Comment:	These data have been mainly collected on ships of opportunity (VOS). IRD has conducted this VOS network. Some other data have been retriewed from the NODC atlas (1998 onward).
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp)
	Salinity (Sal)
	Reference/source (Reference)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	145855 data points
*/
Date/Time	Latitude	Longitude	Depth water [m]	Temp [°C]	Sal	Reference
1991-06-05T09:30	49.87	-2.25	3		35.131	BNODC
1991-06-05T11:30	-2.20	-31.43	0	28.20	36.129	SIRD
1991-06-05T11:30	42.00	5.50	0	17.05	38.383	BNODC
1991-06-05T13:30	-5.65	-34.96	0	27.57	36.272	CNODC
1991-06-05T16:30	-5.64	-34.91	0	27.65	36.195	CNODC
1991-06-05T17:30	-0.82	-30.68	0	28.30	36.091	SIRD
1991-06-05T17:30	41.98	5.60	0	17.65	38.289	BNODC
1991-06-05T18:30	-5.62	-34.79	0	27.73	36.020	CNODC
1991-06-05T20:30	48.75	-51.03	0		31.882	BNODC
1991-06-05T22:30	-5.58	-34.65	0	27.88	35.850	CNODC
1991-06-05T23:30	0.67	-30.03	0	28.30	36.058	SIRD
1991-06-05T23:30	42.00	5.52	0	17.17	38.361	BNODC
1991-06-05T23:30	42.02	5.52	0	17.17	38.361	BNODC
1991-06-05T23:30	48.82	-50.68	0	0.03	31.954	BNODC
1991-06-06T04:30	48.48	-50.75	0	0.34	31.987	BNODC
1991-06-06T05:30	2.12	-29.38	0	28.20	36.043	SIRD
1991-06-06T05:30	42.00	5.47	0	17.28	38.364	BNODC
1991-06-06T05:30	42.05	5.47	0	17.28	38.364	BNODC
1991-06-06T06:30	49.96	-2.75	3		35.397	BNODC
1991-06-06T08:30	48.32	-50.43	0	0.31	32.051	BNODC
1991-06-06T09:30	49.87	-3.23	3		35.385	BNODC
1991-06-06T10:30	-5.55	-34.40	0	27.96	35.777	CNODC
1991-06-06T11:30	3.50	-28.67	0	28.20	35.628	SIRD
1991-06-06T11:30	42.07	5.48	0	17.69	38.370	BNODC
1991-06-06T11:30	42.10	5.48	0	17.69	38.370	BNODC
1991-06-06T15:30	49.88	-3.73	3		35.323	BNODC
1991-06-06T17:30	-5.53	-34.03	0	28.08	35.522	CNODC
1991-06-06T17:30	4.92	-27.88	0	28.50	35.578	SIRD
1991-06-06T17:30	42.00	5.53	0	17.87	38.322	BNODC
1991-06-06T17:30	49.86	-4.25	3		35.395	BNODC
1991-06-06T20:30	48.08	-52.00	0		31.902	BNODC
1991-06-06T23:30	6.22	-27.22	0	28.00	35.655	SIRD
1991-06-06T23:30	42.00	5.58	0	17.85	38.297	BNODC
1991-06-06T23:30	42.03	5.58	0	17.85	38.297	BNODC
1991-06-07T00:30	-5.50	-33.65	0	28.10	35.640	CNODC
1991-06-07T03:30	49.89	-4.75	3		35.427	BNODC
1991-06-07T05:30	7.57	-26.60	0	26.80	36.417	SIRD
1991-06-07T05:30	26.51	-96.00	2	29.70	29.964	CNODC
1991-06-07T05:30	42.00	5.40	0	17.23	38.280	BNODC
1991-06-07T05:30	42.03	5.40	0	17.23	38.280	BNODC
1991-06-07T08:30	48.10	-51.02	0	0.41	32.237	BNODC
1991-06-07T10:30	-5.43	-33.26	0	28.05	35.633	CNODC
1991-06-07T11:30	8.88	-25.93	0	26.10	36.388	SIRD
1991-06-07T12:30	41.88	5.32	0	17.41	38.377	BNODC
1991-06-07T13:30	48.08	-50.00	0	0.45	32.172	BNODC
1991-06-07T17:30	-5.38	-32.90	0	28.30	35.852	CNODC
1991-06-07T17:30	10.28	-25.23	0	25.40	36.131	SIRD
1991-06-07T17:30	42.00	5.28	0	17.25	38.274	BNODC
1991-06-07T17:30	42.02	5.28	0	17.25	38.274	BNODC
1991-06-07T18:30	4.50	4.70	0		34.024	SIRD
1991-06-07T19:30	48.08	-49.00	0		32.242	BNODC
1991-06-07T23:30	-5.33	-32.55	0	28.26	35.891	CNODC
1991-06-07T23:30	11.50	-24.67	0	24.40	36.277	SIRD
1991-06-07T23:30	41.98	5.43	0	17.25	38.291	BNODC
1991-06-07T23:30	47.90	-49.50	0	0.33	32.082	BNODC
1991-06-08T03:30	2.50	6.00	0		32.342	SIRD
1991-06-08T04:30	26.52	-95.99	1	29.42	31.021	CNODC
1991-06-08T05:30	47.92	-50.50	0	1.24	32.318	BNODC
1991-06-08T07:30	-5.25	-32.00	0	28.17	35.908	CNODC
1991-06-08T09:30	1.60	6.70	0	30.90	32.587	SIRD
1991-06-08T11:30	47.90	-51.50	0		31.663	BNODC
1991-06-08T15:30	0.20	7.50	0		33.783	SIRD
1991-06-08T16:30	-4.55	-31.75	0	28.14	36.058	CNODC
1991-06-08T18:30	47.67	-52.00	0	0.31	32.163	BNODC
1991-06-08T21:30	-3.95	-31.50	0	28.19	36.082	CNODC
1991-06-08T23:30	42.42	5.37	0	16.02	38.207	BNODC
1991-06-08T23:30	47.65	-50.98	0	0.58	32.012	BNODC
1991-06-09T02:30	-3.13	-31.28	0	27.99	36.115	CNODC
1991-06-09T03:30	47.67	-50.00	0	1.20	32.528	BNODC
1991-06-09T05:30	42.08	5.48	0	15.88	38.246	BNODC
1991-06-09T05:30	42.10	5.48	0	15.88	38.246	BNODC
1991-06-09T06:30	-2.50	9.50	0	28.60	35.251	SIRD
1991-06-09T08:30	-2.42	-31.07	0	27.74	36.136	CNODC
1991-06-09T08:30	47.67	-49.00	0	0.64	32.281	BNODC
1991-06-09T11:30	42.00	5.65	0	16.19	38.199	BNODC
1991-06-09T11:30	42.05	5.65	0	16.19	38.199	BNODC
1991-06-09T12:30	47.58	-49.50	0	1.62	32.670	BNODC
1991-06-09T13:30	-1.62	-30.83	0	27.73	36.264	CNODC
1991-06-09T15:30	-4.10	11.00	0	27.90	34.044	SIRD
1991-06-09T15:30	47.50	-50.50	0	1.64	32.501	BNODC
1991-06-09T19:30	-0.81	-30.60	0	27.78	36.133	CNODC
1991-06-09T19:30	47.48	-51.35	0	0.80	32.138	BNODC
1991-06-09T20:30	35.35	-74.75	1	26.62	36.234	CNODC
1991-06-09T23:30	35.25	-74.94	1	26.23	36.318	CNODC
1991-06-10T01:30	0.00	-30.36	0	27.82	35.923	CNODC
1991-06-10T01:30	47.25	-52.03	0	0.84	32.287	BNODC
1991-06-10T06:30	48.64	-9.10	3	12.93	35.578	BNODC
1991-06-10T07:30	47.25	-51.02	0	1.62	32.340	BNODC
1991-06-10T08:30	48.65	-9.17	1	12.82	35.574	BNODC
1991-06-10T10:30	48.68	-9.24	1	12.65	35.570	BNODC
1991-06-10T11:30	40.18	11.98	0	18.55	38.113	BNODC
1991-06-10T11:30	47.25	-50.00	0	1.80	32.553	BNODC
1991-06-10T11:30	48.70	-9.31	1	12.80	35.571	BNODC
1991-06-10T13:30	35.62	-74.67	1	26.10	36.293	CNODC
1991-06-10T14:30	48.63	-9.10	1	13.16	35.584	BNODC
1991-06-10T15:30	47.25	-49.00	0	1.82	32.663	BNODC
1991-06-10T15:30	48.60	-9.04	1	13.18	35.572	BNODC
1991-06-10T16:30	48.57	-8.97	1	13.24	35.589	BNODC
1991-06-10T18:30	47.54	-52.59	0	1.08	31.466	BNODC
1991-06-10T18:30	48.56	-8.91	3	13.18	35.584	BNODC
1991-06-11T05:30	48.54	-9.16	1	13.03	35.572	BNODC
1991-06-11T07:30	48.57	-9.24	1	13.17	35.548	BNODC
1991-06-11T09:30	48.59	-9.32	1	13.27	35.563	BNODC
1991-06-11T10:30	48.62	-9.37	3	13.28	35.561	BNODC
1991-06-11T11:30	36.47	-74.39	1	25.33	36.247	CNODC
1991-06-11T11:30	37.38	17.85	0	19.42	38.321	BNODC
1991-06-11T12:30	36.46	-74.30	1	25.16	36.250	CNODC
1991-06-11T13:30	36.45	-74.19	1	25.18	36.253	CNODC
1991-06-11T13:30	48.56	-9.16	1	12.89	35.579	BNODC
1991-06-11T15:30	48.52	-9.09	3	12.79	35.581	BNODC
1991-06-11T16:30	48.52	-9.04	1	12.96	35.573	BNODC
1991-06-11T21:30	48.41	-9.02	1	12.91	35.571	BNODC
1991-06-11T23:30	36.47	21.18	0	20.26	38.434	BNODC
1991-06-12T06:30	16.10	-17.60	0	22.50	35.892	SIRD
1991-06-12T07:30	48.43	-9.09	1	12.86	35.575	BNODC
1991-06-12T09:30	48.45	-9.16	1	13.02	35.577	BNODC
1991-06-12T10:30	48.48	-9.22	3	13.10	35.573	BNODC
1991-06-12T11:30	48.50	-9.29	3	13.10	35.567	BNODC
1991-06-12T13:30	48.54	-9.36	3	13.22	35.561	BNODC
1991-06-12T14:30	48.55	-9.42	1	13.13	35.562	BNODC
1991-06-12T18:30	48.47	-9.49	1	12.85	35.579	BNODC
1991-06-12T23:30	38.65	24.85	0	20.27	38.495	BNODC
1991-06-13T03:30	-6.70	11.90	0	26.80	35.715	SIRD
1991-06-13T05:30	48.34	-9.37	1	12.95	35.570	BNODC
1991-06-13T08:30	48.42	-9.36	1	13.05	35.570	BNODC
1991-06-13T09:30	48.40	-9.30	1	13.07	35.571	BNODC
1991-06-13T11:30	48.37	-9.24	1	12.99	35.572	BNODC
1991-06-13T12:30	17.60	-17.00	0		35.870	SIRD
1991-06-13T12:30	39.58	24.47	0	20.22	35.367	BNODC
1991-06-13T13:30	37.25	-73.86	1	23.57	35.423	CNODC
1991-06-13T13:30	48.35	-9.17	3	12.96	35.566	BNODC
1991-06-13T14:30	48.34	-9.10	3	12.94	35.551	BNODC
1991-06-13T15:30	-3.90	10.00	0	27.80	34.799	SIRD
1991-06-13T16:30	37.03	-73.46	1	26.04	35.515	CNODC
1991-06-13T17:30	48.27	-9.17	1	13.04	35.569	BNODC
1991-06-13T18:30	7.50	-14.00	0	28.00	35.492	SIRD
1991-06-13T21:30	37.48	-73.71	1	22.91	35.093	CNODC
1991-06-13T21:30	48.31	-9.31	1	13.15	35.563	BNODC
1991-06-13T23:30	37.53	-73.78	1	23.63	35.529	CNODC
1991-06-13T23:30	48.29	-9.25	1	13.04	35.562	BNODC
1991-06-13T23:30	48.29	-9.24	1	13.07	35.559	BNODC
1991-06-13T23:59	47.92	-47.82	0	1.51	32.696	BNODC
1991-06-14T03:30	-1.30	8.50	0	26.00	35.865	SIRD
1991-06-14T05:30	48.34	-9.37	1	13.10	35.560	BNODC
1991-06-14T07:30	-0.40	8.60	0		32.405	SIRD
1991-06-14T11:30	48.41	-9.57	3	12.74	35.580	BNODC
1991-06-14T12:30	11.70	-17.20	0	26.20	35.922	SIRD
1991-06-14T13:30	47.58	-47.83	0	1.09	32.125	BNODC
1991-06-14T13:30	48.35	-9.68	1	13.16	35.590	BNODC
1991-06-14T15:30	48.34	-9.61	3	12.88	35.578	BNODC
1991-06-14T17:30	47.42	-48.38	0	1.70	32.268	BNODC
1991-06-14T17:30	48.30	-9.55	3	12.84	35.579	BNODC
1991-06-14T19:30	37.87	-74.11	1	23.33	35.502	CNODC
1991-06-14T21:30	47.25	-49.00	0	2.56	32.588	BNODC
1991-06-14T22:30	37.87	-73.72	1	20.27	34.615	CNODC
1991-06-15T00:30	9.20	-15.50	0	28.00	35.830	SIRD
1991-06-15T00:30	26.48	-75.21	0	27.26	36.593	CIRD
1991-06-15T00:30	26.49	-75.20	0	27.43	36.586	CIRD
1991-06-15T00:30	26.50	-76.35	0	27.00	36.818	CIRD
1991-06-15T00:30	26.51	-75.69	0	26.93	36.588	CIRD
1991-06-15T00:30	26.53	-76.76	0	27.50	36.474	CIRD
1991-06-15T03:30	47.27	-47.85	0	1.14	32.121	BNODC
1991-06-15T06:30	5.20	-11.70	0	27.00	34.534	SIRD
1991-06-15T07:30	28.74	-95.00	2	27.78	33.195	CNODC
1991-06-15T07:30	28.74	-94.99	0	27.78	34.110	BNODC
1991-06-15T07:30	47.08	-48.40	0	2.70	32.685	BNODC
1991-06-15T08:30	48.29	-9.49	3	12.89	35.571	BNODC
1991-06-15T09:30	48.26	-9.42	1	13.08	35.570	BNODC
1991-06-15T10:30	28.42	-95.00	1	27.45	35.133	BNODC
1991-06-15T10:30	28.42	-95.00	1	27.50	35.128	CNODC
1991-06-15T10:30	48.24	-9.35	3	12.92	35.575	BNODC
1991-06-15T12:30	7.20	-13.00	0	29.00	35.255	SIRD
1991-06-15T12:30	28.26	-94.99	0	27.80	34.864	BNODC
1991-06-15T12:30	28.26	-94.99	1	27.80	34.833	CNODC
1991-06-15T12:30	48.21	-9.29	3	12.94	35.578	BNODC
1991-06-15T14:30	28.07	-94.99	1	28.25	33.945	BNODC
1991-06-15T14:30	28.07	-94.99	1	28.19	31.563	CNODC
1991-06-15T16:30	27.91	-94.99	0	28.80	33.537	BNODC
1991-06-15T16:30	27.91	-94.99	1	28.77	33.529	CNODC
1991-06-15T17:30	38.07	-73.39	1	19.61	32.825	CNODC
1991-06-15T18:30	2.60	-9.40	0	28.00	35.064	SIRD
1991-06-15T20:30	27.45	-94.99	2	29.01	29.611	CNODC
1991-06-15T20:30	27.45	-94.99	5	29.01	32.099	BNODC
1991-06-15T21:30	37.84	-73.03	1	19.94	33.927	CNODC
1991-06-15T21:30	37.91	-73.13	1	19.64	33.021	CNODC
1991-06-15T23:30	37.68	-72.77	1	24.15	35.588	CNODC
1991-06-15T23:59	47.54	-52.58	3	1.37	30.602	BNODC
1991-06-16T00:30	5.60	-10.30	0	28.00	34.195	SIRD
1991-06-16T00:30	26.48	-74.20	0	27.02	36.652	CIRD
1991-06-16T03:30	46.90	-48.08	0	3.21	32.709	BNODC
1991-06-16T03:30	55.19	-15.69	3	12.10	35.340	BNODC
1991-06-16T05:30	48.54	-9.42	1	13.22	35.560	BNODC
1991-06-16T06:30	0.30	-7.40	0	26.50	35.006	SIRD
1991-06-16T07:30	48.54	-9.41	3	13.22	35.558	BNODC
1991-06-16T10:30	46.92	-49.35	0	3.10	32.593	BNODC
1991-06-16T11:30	37.58	-72.59	1	23.33	35.470	CNODC
1991-06-16T12:30	4.20	-7.60	0	28.00	34.311	SIRD
1991-06-16T12:30	37.52	-72.52	1	22.02	34.473	CNODC
1991-06-16T13:30	37.46	-72.43	1	27.13	36.222	CNODC
1991-06-16T14:30	48.55	-9.42	3	13.31	35.558	BNODC
1991-06-16T15:30	0.70	8.30	0	30.60	32.047	SIRD
1991-06-16T17:30	27.45	-94.98	1	29.25	30.648	CNODC
1991-06-16T18:30	-1.10	-5.30	0	26.50	34.930	SIRD
1991-06-16T19:30	46.93	-50.58	0	2.64	32.375	BNODC
1991-06-16T21:30	4.77	-5.50	0		34.118	SIRD
1991-06-16T23:30	48.54	-9.41	1	13.32	35.563	BNODC
1991-06-17T00:30	4.90	-4.80	0	26.70	34.567	SIRD
1991-06-17T01:30	56.00	-20.00	1	11.46	35.311	CNODC
1991-06-17T01:30	56.01	-20.00	1	11.45	35.311	BNODC
1991-06-17T02:30	46.92	-52.00	0	1.62	32.333	BNODC
1991-06-17T03:30	1.90	5.60	0	31.50	34.139	SIRD
1991-06-17T06:30	-4.20	-3.20	0	25.00	35.505	SIRD
1991-06-17T06:30	37.70	-12.80	0	17.80	36.358	SIRD
1991-06-17T09:30	55.87	12.75	1	12.86	8.880	BNODC
1991-06-17T10:30	27.46	-94.99	1	29.14	31.450	CNODC
1991-06-17T10:30	49.43	0.23	1	15.80	10.320	BNODC
1991-06-17T11:30	48.46	-9.18	3	13.14	35.580	BNODC
1991-06-17T11:30	48.47	-9.21	3	13.30	35.570	BNODC
1991-06-17T11:30	49.47	0.47	1	17.00	0.580	BNODC
1991-06-17T12:30	36.20	-13.60	0	19.00	36.529	SIRD
1991-06-17T12:30	48.49	-9.26	3	13.26	35.571	BNODC
1991-06-17T12:30	56.01	-19.99	1	11.38	35.325	BNODC
1991-06-17T12:30	56.23	12.37	1	13.46	13.850	BNODC
1991-06-17T13:30	48.52	-9.29	3	13.41	35.573	BNODC
1991-06-17T14:30	48.52	-9.34	1	13.45	35.576	BNODC
1991-06-17T14:30	48.54	-9.39	3	13.51	35.572	BNODC
1991-06-17T14:30	56.17	11.80	1	13.43	20.250	BNODC
1991-06-17T15:30	2.90	2.60	0	32.00	34.635	SIRD
1991-06-17T15:30	48.56	-9.42	1	13.50	35.565	BNODC
1991-06-17T16:30	27.76	-95.01	1	28.58	33.391	CNODC
1991-06-17T16:30	27.76	-95.01	5	28.66	33.607	BNODC
1991-06-17T16:30	46.32	-51.40	0	2.98	32.333	BNODC
1991-06-17T16:30	48.57	-9.47	1	13.52	35.562	BNODC
1991-06-17T17:30	48.54	-9.42	3	13.52	35.565	BNODC
1991-06-17T17:30	48.54	-9.41	1	13.54	35.564	BNODC
1991-06-17T17:30	56.38	12.03	1	13.00	21.330	BNODC
1991-06-17T18:30	-6.80	-0.80	0	25.50	35.686	SIRD
1991-06-17T18:30	34.40	-14.20	0	19.20	36.620	SIRD
1991-06-17T18:30	56.67	12.12	1	13.22	21.450	BNODC
1991-06-17T19:30	55.99	-20.00	1	11.65	35.336	CNODC
1991-06-17T21:30	4.87	-3.38	0		35.031	SIRD
1991-06-17T23:59	46.32	-49.90	0	4.10	32.492	BNODC
1991-06-18T00:30	4.40	-2.70	0	27.40	34.675	SIRD
1991-06-18T00:30	26.43	-93.47	1	28.86	34.006	CNODC
1991-06-18T00:30	26.44	-93.47	2	28.86	34.006	CNODC
1991-06-18T00:30	33.30	-15.10	0	19.00	36.667	SIRD
1991-06-18T01:30	27.74	-95.00	1	28.97	33.313	CNODC
1991-06-18T04:30	57.20	11.65	1	13.49	21.880	BNODC
1991-06-18T05:30	48.71	-9.34	1	13.56	35.570	BNODC
1991-06-18T06:30	-9.10	1.20	0	23.00	35.809	SIRD
1991-06-18T06:30	31.70	-15.90	0	19.00	36.679	SIRD
1991-06-18T06:30	46.35	-48.73	0	4.10	32.556	BNODC
1991-06-18T06:30	57.55	11.53	1	12.92	23.730	BNODC
1991-06-18T07:30	27.83	-95.00	1	28.74	33.536	CNODC
1991-06-18T08:30	3.10	-0.65	0		34.869	SIRD
1991-06-18T08:30	27.83	-95.00	3	28.74	33.709	BNODC
1991-06-18T08:30	57.53	11.33	1	13.07	25.890	BNODC
1991-06-18T09:30	48.79	-9.24	3	13.59	35.552	BNODC
1991-06-18T09:30	57.47	10.90	1	12.74	25.780	BNODC
1991-06-18T10:30	57.43	10.72	1	12.58	25.700	BNODC
1991-06-18T10:30	58.36	-19.99	1	11.03	35.200	BNODC
1991-06-18T10:30	58.36	-19.99	3	10.99	35.202	CNODC
1991-06-18T11:30	48.79	-9.24	3	13.60	35.553	BNODC
1991-06-18T11:30	57.30	10.75	1	12.44	26.060	BNODC
1991-06-18T12:30	2.70	0.10	0	28.70	34.866	SIRD
1991-06-18T12:30	30.20	-16.70	0	20.50	36.824	SIRD
1991-06-18T13:30	28.24	-94.99	0	27.78	34.763	BNODC
1991-06-18T13:30	28.24	-94.99	1	27.80	34.706	CNODC
1991-06-18T15:30	56.85	10.80	1	11.80	23.260	BNODC
1991-06-18T17:30	45.83	-48.48	0	3.59	32.736	BNODC
1991-06-18T17:30	56.57	11.03	1	13.23	19.310	BNODC
1991-06-18T18:30	-11.70	3.70	0	23.10	35.567	SIRD
1991-06-18T18:30	28.30	-17.30	0	20.50	36.884	SIRD
1991-06-18T19:30	48.79	-9.24	3	13.70	35.543	BNODC
1991-06-18T21:30	1.40	2.00	0		34.663	SIRD
1991-06-18T21:30	26.79	-95.90	1	28.96	32.930	CNODC
1991-06-18T21:30	28.98	-94.88	0	28.68	21.888	BNODC
1991-06-18T21:30	28.98	-94.88	1	28.30	23.548	CNODC
1991-06-18T23:30	48.79	-9.24	3	13.67	35.565	BNODC
1991-06-19T00:30	59.99	-19.98	1	10.68	35.208	CNODC
1991-06-19T02:30	44.78	-49.37	0	5.55	32.603	BNODC
1991-06-19T04:30	56.13	11.17	1	12.97	18.990	BNODC
1991-06-19T05:30	48.73	-9.04	1	13.50	35.550	BNODC
1991-06-19T06:30	-14.30	6.10	0	21.00	36.348	SIRD
1991-06-19T06:30	25.60	-19.00	0	21.30	37.105	SIRD
1991-06-19T07:30	31.73	-64.07	5	24.93	36.712	CNODC
1991-06-19T07:30	48.72	-9.02	1	13.47	35.549	BNODC
1991-06-19T07:30	48.72	-9.02	3	13.47	35.550	BNODC
1991-06-19T08:30	-0.12	4.32	0		34.139	SIRD
1991-06-19T08:30	47.55	-52.58	0	1.95	30.705	BNODC
1991-06-19T08:30	48.72	-9.02	1	13.46	35.546	BNODC
1991-06-19T08:30	48.72	-9.02	1	13.46	35.548	BNODC
1991-06-19T08:30	48.73	-9.02	2	13.46	35.548	BNODC
1991-06-19T10:30	-0.45	4.87	0		33.626	SIRD
1991-06-19T10:30	56.05	10.55	1	12.36	21.910	BNODC
1991-06-19T11:30	60.00	-19.85	1	10.63	35.199	CNODC
1991-06-19T11:30	60.00	-19.84	1	10.63	35.199	BNODC
1991-06-19T12:30	4.30	-7.80	0	27.50	32.853	SIRD
1991-06-19T12:30	23.50	-19.50	0	20.70	36.879	SIRD
1991-06-19T12:30	55.82	10.50	1	12.68	20.990	BNODC
1991-06-19T13:30	44.35	-49.88	0	6.70	32.301	BNODC
1991-06-19T13:30	55.65	10.77	1	13.01	16.260	BNODC
1991-06-19T13:30	60.02	-19.85	1	10.74	35.205	CNODC
1991-06-19T16:30	60.04	-19.84	1	10.95	35.203	CNODC
1991-06-19T18:30	-16.60	8.30	0	21.00	36.066	SIRD
1991-06-19T18:30	22.10	-20.40	0	20.80	36.852	SIRD
1991-06-19T18:30	48.73	-9.03	3	13.54	35.545	BNODC
1991-06-19T18:30	55.38	11.00	1	12.97	15.260	BNODC
1991-06-19T19:30	31.70	-64.08	5	25.35	36.714	CNODC
1991-06-19T19:30	60.06	-19.84	3	10.93	35.210	BNODC
1991-06-19T19:30	60.06	-19.84	3	10.93	35.218	CNODC
1991-06-19T20:30	-1.73	6.98	0		35.021	SIRD
1991-06-19T20:30	48.73	-9.04	3	13.50	35.549	BNODC
1991-06-19T22:30	31.70	-64.07	4	25.35	36.713	CNODC
1991-06-19T22:30	44.85	-50.55	0	6.69	32.404	BNODC
1991-06-19T23:30	48.73	-9.03	3	13.55	35.543	BNODC
1991-06-20T00:30	10.67	-59.51	0	27.43	35.415	CIRD
1991-06-20T00:30	11.42	-60.54	0	27.25	35.037	CIRD
1991-06-20T00:30	11.61	-61.02	0	27.23	34.851	CIRD
1991-06-20T00:30	11.80	-61.51	0	27.50	33.659	CIRD
1991-06-20T04:30	48.72	-9.04	1	13.60	35.535	BNODC
1991-06-20T05:30	55.05	11.03	1	12.78	14.040	BNODC
1991-06-20T06:30	-18.80	5.60	0	18.00	35.751	SIRD
1991-06-20T06:30	19.00	-22.20	0	22.00	36.355	SIRD
1991-06-20T06:30	48.59	-9.37	1	13.49	35.570	BNODC
1991-06-20T07:30	-3.27	9.35	0		36.115	SIRD
1991-06-20T07:30	54.70	10.77	1	12.91	15.130	BNODC
1991-06-20T08:30	47.55	-52.59	1	2.75	30.755	BNODC
1991-06-20T09:30	54.57	11.33	1	13.32	11.180	BNODC
1991-06-20T10:30	-3.68	9.98	0		36.027	SIRD
1991-06-20T12:30	17.30	-22.60	0	21.80	36.198	SIRD
1991-06-20T13:30	54.48	12.28	1	13.13	9.170	BNODC
1991-06-20T15:30	54.80	12.37	1	12.07	7.890	BNODC
1991-06-20T15:30	61.67	-19.95	3	10.80	35.145	CNODC
1991-06-20T15:30	61.68	-19.94	2	10.85	35.140	BNODC
1991-06-20T18:30	-21.10	12.70	0	17.00	35.331	SIRD
1991-06-20T18:30	15.50	-23.50	0	23.50	36.338	SIRD
1991-06-20T18:30	55.00	13.30	1	11.35	7.380	BNODC
1991-06-21T00:30	8.03	-55.50	0	27.79	33.184	CIRD
1991-06-21T00:30	9.30	-57.51	0	27.53	33.249	CIRD
1991-06-21T00:30	14.10	-24.60	0	25.00	36.292	SIRD
1991-06-21T05:30	55.27	12.58	1	11.17	7.550	BNODC
1991-06-21T06:30	12.70	-25.20	0	25.00	36.295	SIRD
1991-06-21T06:30	48.44	-9.37	1	13.21	35.570	BNODC
1991-06-21T07:30	48.40	-9.29	3	13.46	35.585	BNODC
1991-06-21T08:30	48.41	-9.29	1	13.47	35.585	BNODC
1991-06-21T08:30	48.41	-9.29	1	13.47	35.586	BNODC
1991-06-21T09:30	48.40	-9.29	3	13.49	35.586	BNODC
1991-06-21T12:30	6.40	-11.40	0	30.80	34.836	SIRD
1991-06-21T12:30	11.30	-25.40	0	25.40	36.259	SIRD
1991-06-21T12:30	24.00	-38.40	0	26.40	37.589	SIRD
1991-06-21T12:30	48.40	-9.29	3	13.50	35.583	BNODC
1991-06-21T15:30	63.19	-21.56	1	10.90	35.121	BNODC
1991-06-21T18:30	-23.40	14.30	0	14.00	35.272	SIRD
1991-06-21T18:30	7.20	-13.10	0	30.90	34.812	SIRD
1991-06-21T18:30	9.60	-26.30	0	26.00	36.191	SIRD
1991-06-21T19:30	63.57	-21.31	1	10.88	34.549	BNODC
1991-06-21T19:30	63.58	-21.31	0	10.88	34.548	CNODC
1991-06-21T23:30	48.40	-9.30	3	13.66	35.583	BNODC
1991-06-21T23:30	48.41	-9.29	1	13.67	35.584	BNODC
1991-06-22T00:30	7.45	-52.95	0	28.02	33.729	CIRD
1991-06-22T00:30	7.48	-52.94	0	28.16	29.502	CIRD
1991-06-22T00:30	7.79	-52.66	0	27.90	34.832	CIRD
1991-06-22T00:30	8.11	-52.46	0	27.86	34.838	CIRD
1991-06-22T00:30	8.20	-14.30	0	30.50	35.094	SIRD
1991-06-22T00:30	8.30	-27.10	0	26.00	36.362	SIRD
1991-06-22T01:30	43.82	-49.90	0	7.60	32.380	BNODC
1991-06-22T03:30	43.83	-49.45	0	7.40	32.337	BNODC
1991-06-22T05:30	48.41	-9.01	2	13.59	35.580	BNODC
1991-06-22T06:30	-27.00	15.00	0	13.00	35.050	SIRD
1991-06-22T06:30	6.80	-27.70	0	27.30	35.534	SIRD
1991-06-22T09:30	61.52	-22.60	1	10.73	35.185	CNODC
1991-06-22T09:30	61.52	-22.59	1	10.72	35.185	BNODC
1991-06-22T11:30	61.51	-22.62	1	10.68	35.181	BNODC
1991-06-22T11:30	61.52	-22.63	1	10.69	35.181	CNODC
1991-06-22T12:30	5.20	-28.20	0	28.20	35.758	SIRD
1991-06-22T12:30	10.10	-16.30	0	28.60	35.743	SIRD
