Planeta,Metodo,NumPlanetas,PeriodoOrbital,SemiejeMayor,Excentricidad,Inclinacion,MasaJup,RadioJup,Densidad,Distancia,MagnitudOptica,TempEfectiva,MasaEstelar,RadioEstelar,TamanoPlaneta,DistanciaCat,EdadEstrellaCat,MetodoSimplificado,TipoOrbita,SesgoTamano
Kepler-592 b,Transit,1,2.82019241,,,,,0.213,,1034.0,14.665,5913.0,1.04,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-593 b,Transit,1,21.21708973,,,,,0.256,,1016.0,14.56,5967.0,1.08,1.1,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-594 b,Transit,1,13.64618192,,,,,0.194,,742.0,14.748,5485.0,0.91,0.87,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-595 b,Transit,1,25.30292332,,,,,0.34,,639.0,14.773,5247.0,0.87,0.83,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-596 b,Transit,1,21.30022655,,,,,0.309,,1083.0,14.02,6267.0,1.21,1.32,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-597 b,Transit,1,13.02365861,,,,,0.211,,660.0,14.07,5683.0,0.97,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-598 b,Transit,1,3.70175428,,,,,0.134,,686.0,14.759,5307.0,0.87,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-599 b,Transit,1,15.65562652,,,,,0.253,,627.0,14.97,5127.0,0.83,0.79,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-6 b,Transit,1,3.2346996,0.04852,,88.93,0.668,1.304,0.4,590.0,13.303,5647.0,1.21,1.39,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-60 b,Transit,3,7.1334,,,,0.01318,0.153,4.62,899.0,13.959,5905.0,1.04,1.26,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-60 c,Transit,3,8.9187,,,,0.01211,0.17,3.06,899.0,13.959,5905.0,1.04,1.26,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-60 d,Transit,3,11.8981,,,,0.01309,0.178,2.91,899.0,13.959,5905.0,1.04,1.26,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-600 b,Transit,1,23.67517607,,,,,0.259,,624.0,14.721,5279.0,0.84,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-601 b,Transit,1,5.37886844,,,,,0.17,,429.0,14.005,5160.0,0.85,0.79,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-602 b,Transit,1,15.28469497,,,,,0.186,,971.0,14.519,6062.0,1.08,1.13,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-603 b,Transit,3,21.05358596,,,,,0.236,,967.0,14.854,5808.0,1.01,1.01,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-603 c,Transit,3,127.9075774,,,,,0.58,,967.0,14.854,5808.0,1.01,1.01,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-603 d,Transit,3,6.2171292,,,,,0.118,,967.0,14.854,5808.0,1.01,1.01,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-604 b,Transit,1,25.85501786,,,,,0.231,,981.0,14.718,5890.0,1.02,1.03,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-605 b,Transit,2,3.38353807,,,,,0.128,,570.0,14.14,5462.0,0.91,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-605 c,Transit,2,2.35895152,,,,,0.077,,570.0,14.14,5462.0,0.91,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-606 b,Transit,1,24.31575992,,,,,0.295,,1208.0,14.686,6161.0,1.13,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-607 b,Transit,1,0.6381632,,,,,0.078,,500.0,14.405,5196.0,0.84,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-608 b,Transit,1,6.41251504,,,,,0.325,,926.0,14.684,5820.0,1.0,1.01,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-609 b,Transit,1,6.52121067,,,,,0.299,,1143.0,14.856,5971.0,1.09,1.14,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-61 b,Transit,1,59.87756,,0.25,89.8,,0.192,,314.0,14.995,4017.0,0.64,0.62,Pequeño,Medio,Media,Transito,Moderada,Subdetectado
Kepler-610 b,Transit,2,6.99692655,,,,,0.374,,1113.0,14.807,5943.0,1.1,1.13,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-610 c,Transit,2,151.86392,,,,,0.294,,1113.0,14.807,5943.0,1.1,1.13,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-611 b,Transit,1,2.4370333,,,,,0.147,,906.0,14.573,5761.0,1.01,1.01,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-612 b,Transit,1,3.72215641,,,,,0.253,,932.0,14.911,5693.0,0.98,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-613 b,Transit,1,15.77979614,,,,,0.204,,864.0,14.608,5723.0,0.98,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-614 b,Transit,1,14.03491514,,,,,0.213,,571.0,14.574,5268.0,0.85,0.81,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-615 b,Transit,1,10.35584657,,,,,0.155,,330.0,14.337,4655.0,0.73,0.69,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-616 b,Transit,2,9.99761851,,,,,0.217,,1019.0,14.957,5753.0,0.98,0.97,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-616 c,Transit,2,90.4113556,,,,,0.304,,1019.0,14.957,5753.0,0.98,0.97,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-617 b,Transit,1,1.68269615,,,,,0.118,,150.0,14.818,3712.0,0.51,0.48,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-618 b,Transit,1,3.59576964,,,,,0.232,,1115.0,14.827,5860.0,1.05,1.08,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-619 b,Transit,2,5.4042722,,,,,0.282,,1111.0,14.697,5980.0,1.09,1.11,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-619 c,Transit,2,1.20846503,,,,,0.151,,1111.0,14.697,5980.0,1.09,1.11,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-62 b,Transit,5,5.714932,0.0553,,89.2,0.03,0.117,,368.0,13.725,4925.0,0.69,0.64,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-62 c,Transit,5,12.4417,0.0929,,89.7,0.013,0.048,,368.0,13.725,4925.0,0.69,0.64,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-62 d,Transit,5,18.16406,0.12,,89.7,0.044,0.174,,368.0,13.725,4925.0,0.69,0.64,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-62 e,Transit,5,122.3874,0.427,,89.98,0.113,0.144,,368.0,13.725,4925.0,0.69,0.64,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-62 f,Transit,5,267.291,0.718,,89.9,0.11,0.126,,368.0,13.725,4925.0,0.69,0.64,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-620 b,Transit,1,12.91375431,,,,,0.296,,1241.0,14.647,6155.0,1.15,1.22,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-621 b,Transit,1,2.62811375,,,,,0.205,,389.0,14.915,4521.0,0.72,0.68,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-622 b,Transit,1,14.28226676,,,,,0.19,,259.0,14.672,4201.0,0.64,0.61,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-623 b,Transit,1,9.07097734,,,,,0.269,,811.0,14.959,5443.0,0.9,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-624 b,Transit,1,14.58649607,,,,,0.206,,731.0,13.49,6117.0,1.1,1.18,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-625 b,Transit,2,7.75192492,,,,,0.178,,502.0,13.307,5789.0,1.04,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-625 c,Transit,2,4.1653651,,,,,0.094,,502.0,13.307,5789.0,1.04,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-626 b,Transit,1,14.48585199,,,,,0.204,,690.0,13.946,5813.0,1.01,1.05,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-627 b,Transit,1,40.6994443,,,,,0.333,,1143.0,13.949,6424.0,1.3,1.49,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-628 b,Transit,1,15.4580567,,,,,0.749,,579.0,13.398,5721.0,1.0,1.28,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-629 b,Transit,1,7.2385854,,,,,0.123,,383.0,13.359,5444.0,0.93,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-63 b,Transit,1,9.4341505,0.08,0.45,87.806,0.378,0.545,3.0,200.0,12.02,5576.0,0.98,0.9,Mediano,Medio,Media,Transito,Eliptica,Subdetectado
Kepler-630 b,Transit,1,161.4743937,,,,,0.284,,657.0,13.871,5829.0,1.02,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-631 b,Transit,1,17.97979059,,,,,0.259,,843.0,13.5,6185.0,1.24,1.33,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-632 b,Transit,1,30.99660733,,,,,0.197,,349.0,13.332,5322.0,0.91,0.84,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-633 b,Transit,1,8.50340718,,,,,0.145,,634.0,13.716,5899.0,1.02,1.15,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-634 b,Transit,1,5.16950177,,,,,0.169,,757.0,13.55,6075.0,1.03,1.24,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-635 b,Transit,1,23.44971004,,,,,0.236,,826.0,13.31,6174.0,1.33,1.51,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-636 b,Transit,1,16.08066115,,,,,0.397,,341.0,13.653,5203.0,0.85,0.8,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-637 b,Transit,1,23.20584623,,,,,0.424,,1575.0,13.413,6096.0,1.64,2.56,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-638 b,Transit,1,6.07972888,,,,,0.163,,426.0,13.532,5382.0,0.88,0.93,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-639 b,Transit,1,10.21420496,,,,,0.212,,680.0,13.336,5896.0,1.14,1.29,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-640 b,Transit,1,22.24813967,,,,,0.228,,538.0,13.721,5653.0,1.01,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-641 b,Transit,1,9.48961571,,,,,0.165,,673.0,13.774,5713.0,1.02,1.13,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-642 b,Transit,1,4.41745855,,,,,0.259,,1022.0,13.343,6570.0,1.4,1.66,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-643 b,Transit,1,16.33889626,,,,,0.906,,1029.0,13.781,4908.0,1.0,2.52,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-644 b,Transit,1,3.1739171,,,,,0.281,,1413.0,13.949,6747.0,1.49,1.81,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-645 b,Transit,1,3.27582262,,,,,0.187,,901.0,13.992,6170.0,1.13,1.21,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-646 b,Transit,1,15.87364565,,,,,0.178,,513.0,13.766,5634.0,0.93,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-647 b,Transit,1,16.2254649,,,,,0.104,,789.0,13.965,6020.0,1.03,1.07,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-648 b,Transit,1,17.4211749,,,,,0.287,,665.0,13.939,5741.0,1.05,0.98,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-649 b,Transit,1,29.90722674,,,,,0.202,,525.0,13.437,5871.0,0.97,0.94,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-65 b,Transit,3,2.15491,0.035,,,,0.127,,291.0,11.018,6211.0,1.25,1.41,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-65 c,Transit,3,5.859944,0.068,,,,0.23,,291.0,11.018,6211.0,1.25,1.41,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-65 d,Transit,3,8.13123,0.084,,,,0.136,,291.0,11.018,6211.0,1.25,1.41,Pequeño,Medio,Caliente,Transito,Desconocida,Subdetectado
Kepler-650 b,Transit,1,3.03214559,,,,,0.264,,805.0,13.684,5849.0,1.08,1.35,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-651 b,Transit,1,21.38521506,,,,,0.211,,537.0,13.94,5522.0,0.92,0.87,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-652 b,Transit,1,4.18200253,,,,,0.222,,423.0,13.393,5490.0,0.97,0.88,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-653 b,Transit,2,14.70748976,,,,,0.174,,593.0,13.387,5665.0,1.02,1.19,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-653 c,Transit,2,0.90037648,,,,,0.07,,593.0,13.387,5665.0,1.02,1.19,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-654 b,Transit,1,13.72465129,,,,,0.185,,661.0,13.645,5865.0,1.04,1.11,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-655 b,Transit,1,46.4063358,,,,,0.242,,783.0,13.489,6170.0,1.15,1.24,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-656 b,Transit,1,1.26025909,,,,,0.278,,867.0,15.342,5281.0,0.86,0.82,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-657 b,Transit,1,24.54350418,,,,,0.314,,1244.0,15.344,5808.0,1.01,1.01,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-658 b,Transit,1,1.28707676,,,,,0.145,,341.0,15.488,4103.0,0.63,0.6,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-659 b,Transit,1,17.671796,,,,,0.223,,688.0,15.556,4870.0,0.79,0.74,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-66 b,Transit,1,17.815815,0.1352,,,,0.25,,1107.0,15.3,5962.0,1.04,0.97,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-660 b,Transit,1,9.27358194,,,,,0.229,,564.0,15.302,4779.0,0.75,0.71,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-661 b,Transit,1,6.02930132,,,,,0.274,,558.0,15.784,4483.0,0.7,0.67,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-662 b,Transit,1,21.67697486,,,,,0.194,,641.0,15.377,4897.0,0.79,0.74,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-663 b,Transit,1,4.99678284,,,,,0.232,,1030.0,15.861,5264.0,0.86,0.82,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-664 b,Transit,1,2.52559332,,,,,0.237,,1386.0,15.509,5754.0,1.01,1.02,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-665 b,Transit,1,16.01310205,,,,,0.232,,651.0,15.39,4913.0,0.79,0.74,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-666 b,Transit,1,4.49876092,,,,,0.214,,1330.0,15.395,5887.0,1.03,1.05,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-667 b,Transit,1,41.43962808,,,,,0.422,,907.0,15.4,5327.0,0.91,0.87,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-668 b,Transit,1,8.35390639,,,,,0.241,,877.0,15.317,5352.0,0.87,0.82,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-669 b,Transit,1,4.12554687,,,,,0.431,,1778.0,15.506,6038.0,1.15,1.2,Pequeño,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-67 b,Transit,1,15.7259,0.1171,,,,0.262,,1107.0,16.4,5331.0,0.86,0.78,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-670 b,Transit,1,2.81650485,,,,,1.176,,980.0,15.052,5709.0,0.99,0.99,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-671 b,Transit,1,4.28095859,,,,,0.24,,1139.0,15.356,5624.0,0.97,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-672 b,Transit,1,38.3774623,,,,,0.223,,1011.0,15.172,5627.0,0.95,0.92,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-673 b,Transit,1,3.72873109,,,,,0.583,,978.0,15.523,5355.0,0.88,0.84,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-674 b,Transit,1,2.24338185,,,,,0.151,,302.0,15.135,4192.0,0.6,0.57,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-675 b,Transit,1,2.33743801,,,,,0.218,,651.0,15.334,4945.0,0.79,0.75,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-676 b,Transit,1,11.59822172,,,,,0.271,,243.0,15.937,3701.0,0.51,0.49,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-677 b,Transit,1,6.57531678,,,,,0.48,,1180.0,15.312,5723.0,1.0,0.99,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-678 b,Transit,1,7.27503724,,,,,0.459,,875.0,15.08,5520.0,0.94,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-679 b,Transit,1,12.39358604,,,,,0.269,,968.0,15.505,5403.0,0.87,0.84,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-68 b,Transit,3,5.39876,,0.0,87.6,0.02,0.21,,135.0,9.99,5793.0,1.19,1.28,Pequeño,Medio,Media,Transito,Circular,Subdetectado
Kepler-68 c,Transit,3,9.60504,,,,0.02265,0.089,,135.0,9.99,5793.0,1.19,1.28,Pequeño,Medio,Media,Transito,Desconocida,Subdetectado
Kepler-68 d,Radial Velocity,3,625.0,,,,0.84007,,,135.0,9.99,5793.0,1.19,1.28,,Medio,Media,VelocidadRadial,Desconocida,Subdetectado
Kepler-680 b,Transit,1,3.68992629,,,,,0.216,,1342.0,15.242,5890.0,1.08,1.11,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-681 b,Transit,1,26.39435646,,,,,0.275,,666.0,15.234,5021.0,0.8,0.76,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-682 b,Transit,1,12.61190667,,,,,0.658,,951.0,15.14,5559.0,0.92,0.89,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-683 b,Transit,1,2.53918318,,,,,0.176,,976.0,15.026,5703.0,0.96,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-684 b,Transit,1,6.77030201,,,,,0.3,,1066.0,15.591,5493.0,0.89,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-685 b,Transit,1,1.6255222,,,,,0.944,,1145.0,15.001,5963.0,1.11,1.16,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-686 b,Transit,1,1.59474546,,,,,1.084,,1203.0,15.53,5649.0,0.94,0.92,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-687 b,Transit,1,20.50586978,,,,,0.314,,628.0,15.398,4841.0,0.77,0.73,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-688 b,Transit,1,3.89593684,,,,,0.871,,1247.0,15.725,5715.0,0.98,0.96,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-689 b,Transit,1,22.36656079,,,,,0.258,,1044.0,15.583,5518.0,0.91,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-69 b,Transit,2,13.722341,0.094,0.16,89.62,,0.2,,584.0,14.0,5638.0,0.81,0.93,Pequeño,Lejano,Media,Transito,Moderada,Subdetectado
Kepler-69 c,Transit,2,242.4613,0.64,0.14,89.85,,0.153,,584.0,14.0,5638.0,0.81,0.93,Pequeño,Lejano,Media,Transito,Moderada,Subdetectado
Kepler-690 b,Transit,1,7.74809437,,,,,0.531,,1653.0,15.67,5913.0,1.11,1.16,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-691 b,Transit,1,8.114379,,,,,0.186,,239.0,15.877,3715.0,0.53,0.5,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-692 b,Transit,1,21.81293494,,,,,0.277,,1000.0,15.54,5440.0,0.9,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-693 b,Transit,1,15.37563332,,,,,0.908,,1002.0,16.422,4881.0,0.76,0.72,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-694 b,Transit,1,6.36584161,,,,,0.25,,1023.0,15.09,5700.0,0.97,0.95,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-695 b,Transit,1,3.04033042,,,,,0.822,,620.0,15.028,5181.0,0.84,0.8,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-696 b,Transit,1,4.19042557,,,,,0.548,,1285.0,15.27,5903.0,1.06,1.08,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-697 b,Transit,1,3.70987065,,,,,0.368,,1091.0,15.581,5513.0,0.92,0.88,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-698 b,Transit,1,16.32976218,,,,,0.328,,1135.0,15.447,5612.0,0.94,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-699 b,Transit,1,27.80756293,,,,,1.259,,888.0,15.482,5330.0,0.81,0.78,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-7 b,Transit,1,4.8854892,0.06067,,85.161,0.441,1.622,0.14,907.0,12.885,5933.0,1.36,1.97,Grande,Lejano,Media,Transito,Desconocida,Detectable
Kepler-700 b,Transit,1,80.8720639,,,,,0.534,,1061.0,15.201,5692.0,0.98,0.96,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-701 b,Transit,1,10.35533177,,,,,0.253,,755.0,15.018,5343.0,0.88,0.84,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-702 b,Transit,1,10.52629406,,,,,0.818,,892.0,15.305,5419.0,0.9,0.86,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-703 b,Transit,1,4.58352176,,,,,0.732,,1482.0,15.287,6185.0,1.18,1.27,Mediano,Lejano,Caliente,Transito,Desconocida,Subdetectado
Kepler-704 b,Transit,1,3.76182115,,,,,0.233,,1054.0,15.257,5616.0,0.97,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-705 b,Transit,1,56.0560538,,,,,0.188,,251.0,15.849,3722.0,0.53,0.51,Pequeño,Medio,Fría,Transito,Desconocida,Subdetectado
Kepler-706 b,Transit,1,41.40831347,,,,,1.175,,810.0,15.196,5394.0,0.87,0.84,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-707 b,Transit,1,2.23749275,,,,,0.119,,626.0,15.001,5099.0,0.8,0.76,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-708 b,Transit,1,3.16789194,,,,,0.261,,1241.0,15.533,5692.0,0.97,0.96,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-709 b,Transit,1,16.08524954,,,,,0.261,,668.0,15.219,5071.0,0.8,0.77,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-710 b,Transit,1,4.34728553,,,,,0.168,,919.0,15.024,5611.0,0.94,0.91,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-711 b,Transit,1,23.58914398,,,,,0.304,,664.0,15.316,5222.0,0.84,0.8,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-712 b,Transit,2,21.02247699,,,,,0.304,,944.0,15.859,5148.0,0.84,0.78,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-712 c,Transit,2,226.89047,,,,,0.433,,944.0,15.859,5148.0,0.84,0.78,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-713 b,Transit,1,7.411141,,,,,0.221,,1003.0,15.031,5785.0,0.98,0.99,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-714 b,Transit,1,8.09888799,,,,,0.863,,1460.0,15.261,5995.0,1.09,1.12,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-715 b,Transit,1,10.00652995,,,,,0.335,,1214.0,15.063,5871.0,1.04,1.04,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-716 b,Transit,1,10.37168453,,,,,0.259,,675.0,15.193,5099.0,0.83,0.78,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-717 b,Transit,1,4.40840023,,,,,0.216,,1126.0,15.662,5485.0,0.88,0.85,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-718 b,Transit,1,2.0523499,,,,,1.477,,1520.0,15.257,6191.0,1.18,1.3,Mediano,Lejano,Caliente,Transito,Desconocida,Detectable
Kepler-719 b,Transit,1,5.00731778,,,,,0.76,,1427.0,15.813,5777.0,0.99,0.98,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-720 b,Transit,1,4.70832654,,,,,0.75,,880.0,15.113,5618.0,0.95,0.92,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-721 b,Transit,1,5.39202539,,,,,0.236,,848.0,15.651,5075.0,0.82,0.78,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-722 b,Transit,2,4.09357325,,,,,0.235,,1375.0,15.399,5863.0,1.03,1.05,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-722 c,Transit,2,105.144749,,,,,0.252,,1375.0,15.399,5863.0,1.03,1.05,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-723 b,Transit,1,4.08227507,,,,,1.088,,965.0,15.198,5539.0,0.92,0.89,Mediano,Lejano,Media,Transito,Desconocida,Detectable
Kepler-724 b,Transit,1,3.31494634,,,,,0.294,,862.0,15.142,5437.0,0.9,0.86,Pequeño,Lejano,Media,Transito,Desconocida,Subdetectado
Kepler-725 b,Transit,1,39.64317811,,,,,0.948,,778.0,15.011,5363.0,0.88,0.84,Mediano,Lejano,Media,Transito,Desconocida,Subdetectado
